avg_total_compensation,avg_base_salary,avg_ot_paid,payroll_record_count,title
46790.414785051296,55635.267936003904,1392.6528439993488,12282,COMMUNITY ASSOCIATE
46707.09733325653,45964.506508466766,8657.899494297893,8681,CARETAKER
46550.15808450704,77675.94647887324,918.7547887323944,355,AGENCY ATTORNEY INTERNE
46205.91248275863,67288.66896551724,2544.919172413793,145,CIVIL ENGINEERING INTERN
45522.04457478006,49167.55718475073,1871.1949022482893,2046,CITY PARK WORKER
45074.08347031963,72947.29680365296,0.0,219,TEACHER SPECIAL EDUCATION-REG SUB
44845.30442996743,57236.85667752443,2487.3094136807817,307,TAXI AND LIMOUSINE INSPECTOR
44711.382071428576,48208.764285714286,2086.7130714285718,140,CITY PARKING EQUIPMENT SERVICE WORKER
44633.573616808404,48341.13056528264,684.3886643321661,1999,POLICE ADMINISTRATIVE AIDE
44580.16905405405,43704.29054054054,3697.880743243243,148,CITY ATTENDANT
44548.4071641791,44308.86069651741,2668.2928855721393,201,*COOK
44464.062597577395,42541.266487213994,6482.918593539704,1486,CITY CUSTODIAL ASSISTANT
43763.294178403754,53762.21596244132,2297.806291079812,213,APPRENTICE
42785.949,55903.15454545455,1043.1338181818182,110,LABORATORY ASSOCIATE
42755.22856031128,47772.11284046693,4583.382723735409,257,AUTOMOTIVE SERVICE WORKER
42284.86911262799,45430.70932878271,8428.460955631399,1758,SPECIAL OFFICER
42225.51879478827,50477.16416938111,556.0102280130294,1228,SECRETARY
42197.80716393443,50384.080327868855,0.0,610,SCHOOL SECRETARY-REG SUB
42128.09465081776,42953.58283584726,0.0,56618,ANNUAL ED PARA
41518.25566115702,43603.82644628099,3459.575371900826,242,STOCK WORKER
40930.87443037975,43775.61392405063,7.425000000000001,158,SCHOOL CROSSING GUARD
40451.078373983735,44646.68292682927,3543.67406504065,123,EMERGENCY SERVICE AIDE
40269.26104026845,55460.95302013423,1029.9239932885905,298,ASSISTANT RETIREMENT BENEFITS EXAMINER
40018.12982638889,47742.26388888889,6044.352291666666,288,CAMPUS PEACE OFFICER
39681.9256993007,44576.48951048951,4061.805699300699,286,APPRENTICE INSPECTOR
39037.7402402746,72393.48970251717,0.0,1748,TEACHER-REG SUB
38349.211075401734,55362.65883807169,2110.9988009888752,809,URBAN PARK RANGER
38204.415335276964,43601.58833819242,2047.2911486880466,1715,COMMUNITY ASSISTANT
36192.936844660195,31623.563106796115,0.0,412,TEACHER AIDE
35846.62013793104,50271.89655172414,1133.3864827586208,145,HOUSING EXTERMINATOR
35249.41914590747,37636.29893238434,5880.58409252669,281,CAMPUS SECURITY ASSISTANT
34968.212,42391.06966292135,115.97512359550562,890,CUNY OFFICE ASSISTANT
34016.00870567376,38009.265957446805,1533.358634751773,564,CUNY CUSTODIAL ASSISTANT
29179.295000000002,49524.94520547945,24.480479452054794,292,NEW YORK CITY PUBLIC SERVICE FELLOW
28717.22486409156,43280.602288984264,518.8650643776824,699,CALL CENTER REPRESENTATIVE
25653.597703703705,38947.30370370371,755.9102222222223,135,CITY PEST CONTROL AIDE
21237.888267716535,40761.38057742782,626.6256430446194,381,SANITATION ENFORCEMENT AGENT
17518.858129496402,53140.12949640288,1809.1411510791368,139,JOB OPPORTUNITY SPECIALIST
8876.945862068966,36338.106100795754,78.22620689655172,377,EMERGENCY MEDICAL SPECIALIST TRAINEE
805.826119402985,41481.76119402985,0.5464179104477612,134,CITY SEASONAL AIDE
